user_id,frequency_14d,is_retained_3m,category_regularity_14d,temporal_regularity_14d
2,4,0,0.25,0.5
3,1,1,1.0,0.5
6,5,1,0.2,0.5
9,8,1,0.25,0.5
10,3,1,0.6666666666666666,0.16666666666666663
15,1,0,1.0,0.5
23,1,1,1.0,0.5
24,1,1,1.0,0.5
27,2,1,0.5,0.5
29,1,0,1.0,0.5
32,1,0,1.0,0.5
34,1,0,1.0,0.5
35,5,1,0.2,0.5
36,1,0,1.0,0.5
47,3,0,0.3333333333333333,0.5
50,3,1,0.3333333333333333,0.5
52,1,0,1.0,0.5
57,1,0,1.0,0.5
66,6,1,0.3333333333333333,0.0
67,1,1,1.0,0.5
68,3,1,0.6666666666666666,0.16666666666666663
75,2,1,1.0,0.0
76,5,1,0.2,0.5
79,2,0,0.5,0.5
82,1,1,1.0,0.5
86,2,1,0.5,0.0
90,1,0,1.0,0.5
91,1,1,1.0,0.5
95,1,0,1.0,0.5
96,1,1,1.0,0.5
105,5,1,0.6,0.30000000000000004
109,1,1,1.0,0.5
110,1,0,1.0,0.5
114,1,0,1.0,0.5
149,1,1,1.0,0.5
177,8,0,0.625,0.25
179,3,1,0.3333333333333333,0.5
185,1,1,1.0,0.5
193,3,1,0.3333333333333333,0.5
197,1,0,1.0,0.5
201,3,1,0.3333333333333333,0.5
205,1,1,1.0,0.5
207,7,1,0.42857142857142855,0.3571428571428571
220,2,1,0.5,0.5
225,8,1,0.375,0.25
226,1,1,1.0,0.5
229,4,1,0.5,0.0
239,2,1,0.5,0.5
255,3,1,0.3333333333333333,0.5
259,1,0,1.0,0.5
263,3,0,0.3333333333333333,0.16666666666666663
264,2,1,0.5,0.0
272,1,0,1.0,0.5
280,1,1,1.0,0.5
286,3,1,0.6666666666666666,0.16666666666666669
302,1,0,1.0,0.5
304,4,1,0.25,0.5
305,4,1,0.25,0.25
308,3,1,0.3333333333333333,0.5
311,1,0,1.0,0.5
316,5,1,0.2,0.5
320,2,1,0.5,0.5
326,4,0,0.5,0.25
329,5,1,0.2,0.5
330,4,0,0.25,0.5
338,7,1,0.14285714285714285,0.0714285714285714
339,2,0,0.5,0.5
352,5,1,0.4,0.3
355,1,0,1.0,0.5
360,1,0,1.0,0.5
370,2,1,0.5,0.5
371,5,1,0.2,0.3
380,1,0,1.0,0.5
383,4,1,0.25,0.5
387,1,0,1.0,0.5
393,2,1,0.5,0.5
398,1,0,1.0,0.5
400,3,0,0.6666666666666666,0.16666666666666663
404,12,0,0.4166666666666667,0.33333333333333337
418,1,0,1.0,0.5
420,3,1,0.6666666666666666,0.16666666666666663
423,1,0,1.0,0.5
429,3,1,1.0,0.16666666666666669
430,6,1,0.3333333333333333,0.33333333333333337
432,2,1,0.5,0.5
492,1,0,1.0,0.5
495,1,1,1.0,0.5
500,1,0,1.0,0.5
510,2,1,1.0,0.5
523,2,1,1.0,0.5
534,1,1,1.0,0.5
561,3,1,0.3333333333333333,0.16666666666666663
562,1,1,1.0,0.5
568,4,0,0.5,0.5
578,6,1,0.3333333333333333,0.16666666666666663
583,2,1,0.5,0.5
584,2,1,0.5,0.5
585,1,0,1.0,0.5
587,1,0,1.0,0.5
590,6,1,0.3333333333333333,0.16666666666666663
595,13,1,0.23076923076923078,0.34615384615384615
599,1,0,1.0,0.5
602,2,1,0.5,0.0
603,1,0,1.0,0.5
604,2,1,0.5,0.5
672,1,1,1.0,0.5
673,1,0,1.0,0.5
674,1,0,1.0,0.5
679,1,0,1.0,0.5
684,1,1,1.0,0.5
700,1,0,1.0,0.5
720,1,0,1.0,0.5
726,2,1,0.5,0.5
751,1,1,1.0,0.5
764,1,1,1.0,0.5
780,1,0,1.0,0.5
810,2,1,1.0,0.5
827,4,1,0.25,0.5
840,1,1,1.0,0.5
856,3,1,0.3333333333333333,0.5
859,1,1,1.0,0.5
860,1,1,1.0,0.5
862,1,0,1.0,0.5
864,1,0,1.0,0.5
884,2,0,0.5,0.5
903,3,0,0.3333333333333333,0.5
904,2,1,0.5,0.5
920,1,1,1.0,0.5
921,1,1,1.0,0.5
923,7,1,0.5714285714285714,0.2142857142857143
932,4,1,0.5,0.0
956,1,1,1.0,0.5
993,6,1,0.16666666666666666,0.33333333333333337
994,6,1,0.16666666666666666,0.16666666666666663
995,5,1,0.4,0.5
996,5,1,0.6,0.5
1027,1,0,1.0,0.5
1034,1,0,1.0,0.5
1051,1,1,1.0,0.5
1062,1,1,1.0,0.5
1091,2,1,0.5,0.5
1095,1,0,1.0,0.5
1165,1,1,1.0,0.5
1192,4,1,0.5,0.25
1214,1,0,1.0,0.5
1295,1,0,1.0,0.5
1300,14,0,0.21428571428571427,0.2857142857142857
1305,2,0,0.5,0.5
1308,5,0,0.4,0.30000000000000004
1331,1,1,1.0,0.5
1349,2,1,0.5,0.5
1359,7,1,0.42857142857142855,0.3571428571428571
1378,1,1,1.0,0.5
1382,2,0,0.5,0.5
1391,2,1,1.0,0.0
1396,2,1,1.0,0.5
1408,2,0,0.5,0.5
1411,4,1,0.25,0.5
1428,2,1,0.5,0.5
1459,4,0,0.5,0.0
1468,3,1,0.3333333333333333,0.5
1491,2,0,0.5,0.5
1497,3,1,0.3333333333333333,0.5
1524,1,1,1.0,0.5
1525,3,1,0.3333333333333333,0.5
1535,1,1,1.0,0.5
1538,2,1,0.5,0.5
1580,17,1,0.17647058823529413,0.32352941176470584
1582,9,1,0.3333333333333333,0.5
1615,1,1,1.0,0.5
1649,1,0,1.0,0.5
1654,7,1,0.42857142857142855,0.0714285714285714
1664,3,1,0.3333333333333333,0.5
1694,1,0,1.0,0.5
1728,4,1,0.5,0.5
1749,7,1,0.2857142857142857,0.5
1826,1,0,1.0,0.5
1842,1,0,1.0,0.5
1869,5,1,0.2,0.09999999999999998
1874,2,1,0.5,0.5
1886,2,1,0.5,0.5
1889,12,1,0.25,0.41666666666666663
1907,1,0,1.0,0.5
1952,1,0,1.0,0.5
1958,3,1,0.6666666666666666,0.16666666666666669
1984,7,1,0.2857142857142857,0.07142857142857145
2013,1,1,1.0,0.5
2093,1,0,1.0,0.5
2124,1,0,1.0,0.5
2160,2,1,0.5,0.0
2296,1,0,1.0,0.5
2308,1,0,1.0,0.5
2314,11,1,0.2727272727272727,0.40909090909090906
2367,3,1,0.3333333333333333,0.5
2389,2,1,0.5,0.0
2452,2,0,1.0,0.5
2464,1,1,1.0,0.5
2685,1,1,1.0,0.5
2733,1,1,1.0,0.5
2754,2,1,0.5,0.5
2823,1,0,1.0,0.5
2846,1,0,1.0,0.5
2927,1,0,1.0,0.5
2933,1,0,1.0,0.5
3069,1,1,1.0,0.5
3070,1,0,1.0,0.5
3145,1,1,1.0,0.5
3164,1,1,1.0,0.5
3219,6,1,0.3333333333333333,0.0
3240,1,0,1.0,0.5
3286,1,1,1.0,0.5
3291,1,0,1.0,0.5
3293,2,0,0.5,0.5
3302,1,1,1.0,0.5
3304,7,0,0.14285714285714285,0.5
3330,1,0,1.0,0.5
3342,1,0,1.0,0.5
3387,1,0,1.0,0.5
3485,1,0,1.0,0.5
3588,2,0,0.5,0.5
3656,1,0,1.0,0.5
3724,1,0,1.0,0.5
3760,2,0,0.5,0.5
3785,1,0,1.0,0.5
3793,1,0,1.0,0.5
3924,3,1,0.3333333333333333,0.5
3928,1,0,1.0,0.5
3982,1,0,1.0,0.5
4052,1,1,1.0,0.5
4056,3,0,0.6666666666666666,0.5
4057,2,0,0.5,0.5
4074,4,1,0.5,0.25
4239,2,1,0.5,0.5
4252,1,1,1.0,0.5
4314,1,0,1.0,0.5
4332,3,1,0.6666666666666666,0.5
4338,2,0,0.5,0.5
4401,3,0,0.3333333333333333,0.5
4437,1,0,1.0,0.5
4465,1,1,1.0,0.5
4477,1,0,1.0,0.5
4608,3,1,0.3333333333333333,0.5
4898,1,0,1.0,0.5
5002,1,1,1.0,0.5
5039,3,1,0.3333333333333333,0.5
5132,1,0,1.0,0.5
5439,1,0,1.0,0.5
5445,5,0,0.4,0.30000000000000004
5548,1,0,1.0,0.5
5676,1,1,1.0,0.5
5678,1,0,1.0,0.5
5895,1,1,1.0,0.5
6090,3,1,0.3333333333333333,0.16666666666666663
6126,2,0,0.5,0.5
6277,1,1,1.0,0.5
6290,3,0,0.6666666666666666,0.16666666666666663
6390,3,1,0.3333333333333333,0.5
6401,1,0,1.0,0.5
6509,3,1,0.3333333333333333,0.5
6511,2,1,0.5,0.5
6576,1,0,1.0,0.5
6681,1,1,1.0,0.5
6782,1,0,1.0,0.5
6837,1,1,1.0,0.5
6844,1,0,1.0,0.5
6904,1,0,1.0,0.5
6939,2,1,1.0,0.0
7003,2,1,0.5,0.5
7018,1,1,1.0,0.5
7061,1,0,1.0,0.5
7179,1,0,1.0,0.5
7184,1,0,1.0,0.5
7358,1,0,1.0,0.5
7484,1,0,1.0,0.5
7582,6,1,0.6666666666666666,0.33333333333333337
7693,1,0,1.0,0.5
7702,2,0,0.5,0.5
7729,2,0,1.0,0.5
7760,2,1,0.5,0.5
7761,3,1,0.6666666666666666,0.5
7844,3,1,0.3333333333333333,0.5
7879,1,1,1.0,0.5
7880,1,0,1.0,0.5
7949,1,1,1.0,0.5
8044,2,0,1.0,0.5
8046,1,0,1.0,0.5
8080,2,0,0.5,0.5
8152,6,1,0.3333333333333333,0.16666666666666669
8188,1,1,1.0,0.5
8192,1,0,1.0,0.5
8256,1,0,1.0,0.5
8306,13,1,0.23076923076923078,0.42307692307692313
8356,1,1,1.0,0.5
8582,3,1,0.3333333333333333,0.5
8593,2,0,0.5,0.0
8751,5,1,0.4,0.30000000000000004
8839,1,1,1.0,0.5
8887,1,0,1.0,0.5
8901,1,0,1.0,0.5
8959,2,1,0.5,0.5
8985,7,0,0.2857142857142857,0.2142857142857143
8988,1,0,1.0,0.5
8989,10,1,0.1,0.5
9004,1,0,1.0,0.5
9007,2,0,0.5,0.5
9048,1,0,1.0,0.5
9075,1,1,1.0,0.5
9100,2,0,0.5,0.5
9137,1,1,1.0,0.5
9198,2,1,0.5,0.5
9200,1,0,1.0,0.5
9316,1,1,1.0,0.5
9500,2,0,0.5,0.5
9536,2,1,0.5,0.0
9547,6,1,0.3333333333333333,0.5
9628,1,1,1.0,0.5
9749,2,0,1.0,0.5
9755,11,1,0.36363636363636365,0.31818181818181823
9779,1,0,1.0,0.5
9890,1,1,1.0,0.5
9901,1,1,1.0,0.5
9935,1,0,1.0,0.5
9980,2,0,0.5,0.5
10037,2,0,1.0,0.0
10048,1,0,1.0,0.5
10080,1,1,1.0,0.5
10111,1,0,1.0,0.5
10114,1,0,1.0,0.5
10248,3,1,0.3333333333333333,0.16666666666666669
10271,12,1,0.08333333333333333,0.16666666666666663
10310,1,0,1.0,0.5
10360,1,0,1.0,0.5
10377,1,1,1.0,0.5
10387,2,1,0.5,0.5
10396,1,0,1.0,0.5
10422,3,1,0.3333333333333333,0.5
10496,3,1,0.3333333333333333,0.16666666666666669
10625,2,1,0.5,0.5
10745,1,0,1.0,0.5
10751,2,0,0.5,0.0
10793,3,1,1.0,0.5
10864,2,0,0.5,0.5
10869,1,1,1.0,0.5
10889,1,0,1.0,0.5
10921,1,0,1.0,0.5
10944,1,0,1.0,0.5
11055,2,1,1.0,0.0
11131,1,0,1.0,0.5
11186,1,0,1.0,0.5
11381,1,1,1.0,0.5
11414,3,1,0.3333333333333333,0.5
11421,1,0,1.0,0.5
11426,2,1,0.5,0.5
11637,2,1,0.5,0.5
11748,4,1,0.25,0.5
11792,1,0,1.0,0.5
11965,1,1,1.0,0.5
12128,3,1,0.6666666666666666,0.5
12129,2,1,0.5,0.5
12165,5,1,0.2,0.09999999999999998
12214,1,0,1.0,0.5
12304,1,0,1.0,0.5
12502,5,1,0.2,0.09999999999999998
12527,5,1,0.4,0.30000000000000004
12573,3,1,0.3333333333333333,0.5
12599,3,1,0.3333333333333333,0.16666666666666663
12627,1,0,1.0,0.5
12716,1,0,1.0,0.5
12795,1,1,1.0,0.5
12840,4,0,0.75,0.5
12954,1,0,1.0,0.5
13032,6,0,0.3333333333333333,0.16666666666666663
13039,1,1,1.0,0.5
13068,3,1,0.3333333333333333,0.5
13124,2,0,0.5,0.5
13356,1,1,1.0,0.5
13399,1,1,1.0,0.5
13540,1,0,1.0,0.5
13550,5,1,0.4,0.5
13551,2,0,0.5,0.5
13593,1,0,1.0,0.5
13603,2,1,0.5,0.5
13629,1,0,1.0,0.5
13682,1,1,1.0,0.5
13778,2,1,0.5,0.5
13859,4,1,0.25,0.0
13900,7,1,0.2857142857142857,0.2142857142857143
13912,8,1,0.375,0.25
13957,12,1,0.08333333333333333,0.16666666666666663
14003,1,1,1.0,0.5
14092,7,1,0.14285714285714285,0.5
14195,2,0,1.0,0.0
14310,3,1,0.3333333333333333,0.5
14381,1,0,1.0,0.5
14408,8,1,0.25,0.25
14411,2,1,0.5,0.5
14464,1,1,1.0,0.5
14478,1,0,1.0,0.5
14530,2,1,0.5,0.5
14595,1,0,1.0,0.5
14636,1,0,1.0,0.5
14653,2,1,0.5,0.5
14664,1,0,1.0,0.5
14700,2,0,0.5,0.0
14705,1,0,1.0,0.5
14751,2,1,1.0,0.5
14770,1,1,1.0,0.5
14818,1,1,1.0,0.5
14855,8,1,0.375,0.125
14866,9,1,0.3333333333333333,0.2777777777777778
14875,1,0,1.0,0.5
14902,1,0,1.0,0.5
15007,2,0,0.5,0.5
15176,1,0,1.0,0.5
15206,12,1,0.08333333333333333,0.16666666666666663
15292,1,0,1.0,0.5
15328,3,1,0.3333333333333333,0.5
15332,5,0,0.2,0.30000000000000004
15338,3,1,0.3333333333333333,0.5
15353,1,1,1.0,0.5
15393,1,0,1.0,0.5
15499,3,0,0.3333333333333333,0.16666666666666669
15631,6,1,0.3333333333333333,0.16666666666666663
15772,2,1,0.5,0.0
15803,2,1,0.5,0.5
15838,2,0,0.5,0.5
15850,26,1,0.11538461538461539,0.11538461538461542
15874,2,1,0.5,0.5
15970,1,0,1.0,0.5
15983,1,0,1.0,0.5
16092,1,1,1.0,0.5
16161,1,0,1.0,0.5
16186,10,1,0.1,0.30000000000000004
16259,1,0,1.0,0.5
16269,1,1,1.0,0.5
16289,1,0,1.0,0.5
16314,3,1,0.6666666666666666,0.16666666666666663
16315,2,1,0.5,0.0
16346,1,0,1.0,0.5
16356,2,0,0.5,0.5
16405,1,0,1.0,0.5
16575,1,0,1.0,0.5
16621,3,0,0.3333333333333333,0.16666666666666663
16642,1,0,1.0,0.5
16664,7,1,0.2857142857142857,0.2142857142857143
16745,1,1,1.0,0.5
16805,5,1,0.4,0.09999999999999998
16868,1,0,1.0,0.5
16922,1,0,1.0,0.5
16925,1,0,1.0,0.5
16999,1,0,1.0,0.5
17205,1,1,1.0,0.5
17236,2,0,1.0,0.0
17326,5,1,0.4,0.09999999999999998
17403,1,0,1.0,0.5
17504,1,0,1.0,0.5
17537,1,0,1.0,0.5
17572,1,1,1.0,0.5
17665,3,0,0.3333333333333333,0.16666666666666669
17703,1,1,1.0,0.5
17720,1,1,1.0,0.5
17788,2,0,0.5,0.5
17974,1,0,1.0,0.5
18106,1,0,1.0,0.5
18150,1,0,1.0,0.5
18292,6,1,0.6666666666666666,0.16666666666666663
18300,2,1,0.5,0.5
18327,3,0,0.6666666666666666,0.5
18356,1,0,1.0,0.5
18394,1,0,1.0,0.5
18401,1,0,1.0,0.5
18404,2,0,1.0,0.0
18529,1,0,1.0,0.5
18534,1,0,1.0,0.5
18547,4,1,0.5,0.25
18601,1,0,1.0,0.5
18688,7,0,0.2857142857142857,0.2142857142857143
18712,4,1,0.25,0.5
18765,3,1,0.3333333333333333,0.5
18896,1,1,1.0,0.5
19282,1,0,1.0,0.5
19562,1,0,1.0,0.5
19642,1,0,1.0,0.5
19683,1,0,1.0,0.5
19762,2,0,0.5,0.5
19801,2,0,0.5,0.0
19815,1,1,1.0,0.5
19974,1,0,1.0,0.5
19986,2,0,1.0,0.5
20027,2,1,1.0,0.0
20109,4,1,0.5,0.5
20119,1,1,1.0,0.5
20132,7,1,0.14285714285714285,0.2142857142857143
20161,1,0,1.0,0.5
20179,5,1,0.4,0.09999999999999998
20212,2,0,0.5,0.0
20241,1,0,1.0,0.5
20252,2,1,0.5,0.5
20299,2,1,1.0,0.5
20323,1,1,1.0,0.5
20348,1,0,1.0,0.5
20556,2,1,1.0,0.5
20692,3,1,0.3333333333333333,0.5
20710,3,1,0.3333333333333333,0.5
20731,1,1,1.0,0.5
20762,1,0,1.0,0.5
20785,1,1,1.0,0.5
20820,2,0,0.5,0.5
20949,1,0,1.0,0.5
20956,2,0,0.5,0.5
21113,2,0,0.5,0.5
21198,4,1,0.25,0.25
21250,10,1,0.4,0.30000000000000004
21273,2,0,0.5,0.5
21366,1,0,1.0,0.5
21417,1,0,1.0,0.5
21451,3,1,0.6666666666666666,0.5
21454,1,0,1.0,0.5
21455,1,0,1.0,0.5
21473,2,0,0.5,0.5
21524,5,0,0.8,0.09999999999999998
21591,1,1,1.0,0.5
21597,1,0,1.0,0.5
21704,2,0,1.0,0.5
21714,1,0,1.0,0.5
21881,4,1,0.25,0.5
21885,3,1,0.3333333333333333,0.5
21895,1,0,1.0,0.5
21904,1,0,1.0,0.5
21924,12,1,0.08333333333333333,0.16666666666666663
21943,10,1,0.2,0.4
22022,1,0,1.0,0.5
22074,1,0,1.0,0.5
22102,1,1,1.0,0.5
22114,3,1,0.6666666666666666,0.16666666666666663
22146,1,0,1.0,0.5
22189,8,1,0.125,0.125
22203,8,1,0.25,0.0
22235,7,1,0.2857142857142857,0.0714285714285714
22317,2,1,1.0,0.5
22343,3,1,0.3333333333333333,0.5
22557,1,0,1.0,0.5
22565,4,1,0.75,0.0
22629,1,1,1.0,0.5
22827,5,1,0.4,0.30000000000000004
22945,4,0,0.5,0.25
23008,2,0,1.0,0.5
23066,2,1,0.5,0.5
23136,2,0,0.5,0.5
23165,3,1,0.3333333333333333,0.5
23291,3,1,0.3333333333333333,0.5
23317,1,0,1.0,0.5
23343,2,1,0.5,0.5
23353,3,1,0.3333333333333333,0.5
23370,1,0,1.0,0.5
23483,1,1,1.0,0.5
23575,1,0,1.0,0.5
23619,5,1,0.2,0.5
23667,1,0,1.0,0.5
23813,1,0,1.0,0.5
23900,5,0,0.4,0.09999999999999998
24280,3,0,0.3333333333333333,0.16666666666666663
24288,1,1,1.0,0.5
24304,6,1,0.3333333333333333,0.5
24325,1,0,1.0,0.5
24397,1,1,1.0,0.5
24701,4,1,0.75,0.5
25046,4,1,0.75,0.5
25203,1,0,1.0,0.5
25313,1,1,1.0,0.5
25317,1,0,1.0,0.5
25481,3,1,0.3333333333333333,0.16666666666666663
25484,8,1,0.25,0.125
25534,1,1,1.0,0.5
25698,8,1,0.375,0.125
25822,1,0,1.0,0.5
26051,1,0,1.0,0.5
26075,1,0,1.0,0.5
26097,4,0,0.5,0.5
26188,3,0,0.3333333333333333,0.5
26198,3,1,0.6666666666666666,0.16666666666666663
26418,1,0,1.0,0.5
26459,2,0,0.5,0.5
26468,2,0,0.5,0.5
26591,2,0,0.5,0.5
26709,1,0,1.0,0.5
26816,1,0,1.0,0.5
26899,11,1,0.18181818181818182,0.045454545454545414
26929,6,1,0.16666666666666666,0.33333333333333337
26974,3,0,0.6666666666666666,0.5
27029,3,1,0.6666666666666666,0.5
27073,1,1,1.0,0.5
27349,4,1,0.25,0.25
27434,1,1,1.0,0.5
27519,1,0,1.0,0.5
27563,3,1,0.6666666666666666,0.5
27570,1,0,1.0,0.5
27571,4,0,1.0,0.25
27577,17,1,0.058823529411764705,0.08823529411764708
27706,1,0,1.0,0.5
27724,1,0,1.0,0.5
27733,1,1,1.0,0.5
27903,1,0,1.0,0.5
28033,4,1,0.25,0.25
28117,3,1,1.0,0.16666666666666669
28122,3,0,0.3333333333333333,0.5
28158,1,0,1.0,0.5
28394,6,1,0.5,0.33333333333333337
28402,1,1,1.0,0.5
28491,2,0,0.5,0.5
28541,1,0,1.0,0.5
28546,10,1,0.1,0.09999999999999998
28951,7,1,0.2857142857142857,0.2142857142857143
28999,3,1,0.3333333333333333,0.5
29138,1,1,1.0,0.5
29262,5,0,0.2,0.5
29313,1,0,1.0,0.5
29388,1,1,1.0,0.5
29455,1,1,1.0,0.5
29503,2,0,0.5,0.5
29513,3,0,0.6666666666666666,0.5
29536,9,1,0.3333333333333333,0.5
29544,2,0,1.0,0.5
29604,3,1,0.3333333333333333,0.5
29734,2,0,1.0,0.5
29863,1,1,1.0,0.5
29890,1,0,1.0,0.5
29928,1,1,1.0,0.5
29943,2,1,1.0,0.5
30287,3,1,0.6666666666666666,0.16666666666666663
30348,1,1,1.0,0.5
30528,1,0,1.0,0.5
30695,3,1,0.6666666666666666,0.5
30744,1,0,1.0,0.5
30745,2,1,1.0,0.0
30866,3,0,0.6666666666666666,0.16666666666666663
30921,1,0,1.0,0.5
31105,7,1,0.2857142857142857,0.3571428571428571
31135,1,1,1.0,0.5
31524,1,1,1.0,0.5
31564,1,0,1.0,0.5
31814,2,1,1.0,0.5
31816,1,0,1.0,0.5
31852,1,0,1.0,0.5
31878,1,1,1.0,0.5
31907,7,1,0.2857142857142857,0.5
